credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
1061,636,mastercard,200000,177337,2024-08-25,2024-09-24,Pending,0.89,2376878329053251,Indian Bank
1062,636,amex,15000,461,2024-07-10,2024-08-09,Overdue,0.03,3.41113E+14,ICICI
1063,1570,visa,50000,22863,2024-06-10,2024-07-10,Overdue,0.46,4840506484184918,Bank of Maharashtra
1064,1570,visa,500000,467320,2024-08-03,2024-09-02,Overdue,0.93,4751587283958956,Canara Bank
1065,1570,mastercard,20000,14029,2024-08-08,2024-09-07,Pending,0.7,2314190122641513,Bank of India
1066,1491,mastercard,50000,3699,2024-07-08,2024-08-07,Overdue,0.07,2257911307995492,Yes Bank
1067,302,visa,30000,21236,2024-03-10,2024-04-09,Pending,0.71,4733037351539182,Bank of Maharashtra
1068,1145,visa,400000,34340,2024-07-30,2024-08-29,Pending,0.09,4257476835732409,Axis Bank
1069,95,mastercard,25000,645,2024-07-16,2024-08-15,Overdue,0.03,5472628207187614,Canara Bank
1070,95,visa,100000,86214,2024-04-07,2024-05-07,Pending,0.86,4254540934899956,Bank of Maharashtra
1071,95,rupay,75000,34946,2024-10-06,2024-11-05,Paid,0.47,6.26184E+13,Bank of Maharashtra
1072,1484,visa,50000,24755,2024-07-18,2024-08-17,Overdue,0.5,4423441294292633,Union Bank of India
1073,1484,mastercard,200000,25618,2024-05-11,2024-06-10,Pending,0.13,5397435146991979,Axis Bank
1074,1484,rupay,300000,107955,2024-07-25,2024-08-24,Pending,0.36,6.26519E+13,Canara Bank
1075,1374,visa,200000,78517,2024-10-28,2024-11-27,Pending,0.39,4603392547018311,Central Bank of India
1076,1374,visa,100000,83288,2024-09-12,2024-10-12,Paid,0.83,4268005836014900,Federal Bank
1077,150,visa,40000,17377,2024-02-26,2024-03-27,Paid,0.43,4371470954717748,Indian Bank
1078,933,mastercard,500000,118429,2024-04-04,2024-05-04,Overdue,0.24,2653565012042535,SBI
1079,849,visa,200000,88300,2024-06-24,2024-07-24,Pending,0.44,4633673582569886,SBI
1080,399,mastercard,75000,27490,2024-03-05,2024-04-04,Pending,0.37,2623642570648800,SBI
1081,787,mastercard,150000,78619,2024-02-22,2024-03-23,Pending,0.52,2483364603689342,Federal Bank
1082,787,mastercard,30000,13576,2024-07-03,2024-08-02,Pending,0.45,5286274046608100,IDFC First Bank
1083,787,mastercard,300000,287080,2024-09-04,2024-10-04,Paid,0.96,2598395768615419,HDFC
1084,1013,visa,200000,130863,2024-04-15,2024-05-15,Paid,0.65,4890290465945501,IDBI Bank
1085,1013,mastercard,300000,279298,2024-05-23,2024-06-22,Overdue,0.93,2671800106299081,Central Bank of India
1086,1168,visa,150000,52598,2024-07-05,2024-08-04,Pending,0.35,4062130306568454,IDBI Bank
1087,1168,visa,30000,4930,2024-08-21,2024-09-20,Overdue,0.16,4703863799007805,Indian Bank
1088,500,mastercard,75000,41766,2024-04-24,2024-05-24,Paid,0.56,2263158154971166,Kotak Mahindra
1089,500,mastercard,40000,18811,2024-07-04,2024-08-03,Overdue,0.47,2720372314646538,Bank of Baroda
1090,303,mastercard,300000,123800,2024-03-27,2024-04-26,Pending,0.41,2288353648355123,Yes Bank
1091,303,visa,25000,6288,2024-10-17,2024-11-16,Paid,0.25,4054616277003018,Yes Bank
1092,303,amex,100000,63620,2024-09-04,2024-10-04,Overdue,0.64,3.42338E+14,Central Bank of India
1093,12,mastercard,300000,19400,2024-07-04,2024-08-03,Paid,0.06,2286122201007047,Bank of Baroda
1094,219,mastercard,25000,954,2024-09-11,2024-10-11,Pending,0.04,2261787798823441,IDFC First Bank
1095,219,visa,300000,22141,2024-05-09,2024-06-08,Overdue,0.07,4502046134906179,Bajaj Finserv
1096,219,discover,15000,14083,2024-11-04,2024-12-04,Paid,0.94,6011451752794049,Canara Bank
1097,871,mastercard,20000,13336,2024-05-02,2024-06-01,Pending,0.67,2274985720734489,SBI
1098,449,mastercard,400000,73694,2024-03-11,2024-04-10,Paid,0.18,5233813814968594,Axis Bank
1099,449,visa,150000,137693,2024-04-18,2024-05-18,Pending,0.92,4780146714956348,Bajaj Finserv
1100,449,discover,30000,19654,2024-02-08,2024-03-09,Paid,0.66,6530898930124337,Canara Bank
1101,361,mastercard,200000,193262,2024-09-19,2024-10-19,Pending,0.97,2705208370641527,Yes Bank
1102,361,mastercard,30000,4727,2024-01-22,2024-02-21,Paid,0.16,2238473986592342,Bank of Baroda
1103,952,visa,40000,28801,2024-10-26,2024-11-25,Pending,0.72,4419088238296745,IDFC First Bank
1104,952,visa,100000,69922,2024-10-17,2024-11-16,Pending,0.7,4225278106556353,Axis Bank
1105,1263,mastercard,150000,111091,2024-07-29,2024-08-28,Pending,0.74,2517006432362902,Yes Bank
1106,1263,mastercard,500000,491243,2024-03-15,2024-04-14,Paid,0.98,2238304239327931,Bank of India
1107,511,mastercard,400000,192801,2024-01-10,2024-02-09,Pending,0.48,5231242093598520,HDFC
1108,511,visa,400000,347195,2024-08-24,2024-09-23,Paid,0.87,4143976600575337,Yes Bank
1109,249,mastercard,150000,100844,2024-06-27,2024-07-27,Pending,0.67,2287666861235719,Bank of India
1110,935,visa,150000,61966,2024-01-28,2024-02-27,Pending,0.41,4005407346097011,Union Bank of India
1111,935,visa,75000,33493,2024-10-02,2024-11-01,Pending,0.45,4484079383540466,SBI
1112,935,visa,40000,13787,2024-01-15,2024-02-14,Paid,0.34,4180018581662497,IDBI Bank
1113,274,mastercard,500000,401993,2024-04-22,2024-05-22,Overdue,0.8,2709129998291774,Central Bank of India
1114,1033,visa,40000,5249,2024-01-09,2024-02-08,Pending,0.13,4939340131613331,Bajaj Finserv
1115,1033,mastercard,50000,47014,2024-03-11,2024-04-10,Pending,0.94,2271867490127529,Axis Bank
1116,1033,discover,400000,136823,2024-09-15,2024-10-15,Overdue,0.34,6011783058513990,SBI
1117,650,mastercard,75000,71791,2024-04-02,2024-05-02,Overdue,0.96,2720131158879674,Canara Bank
1118,650,mastercard,400000,14339,2024-09-01,2024-10-01,Paid,0.04,2267331985855934,Bank of Baroda
1119,907,mastercard,500000,336120,2024-10-01,2024-10-31,Paid,0.67,5536332852538809,HDFC
1120,907,mastercard,30000,20588,2024-06-22,2024-07-22,Pending,0.69,2279459231423300,Canara Bank
1121,874,visa,20000,5171,2024-11-01,2024-12-01,Paid,0.26,4607036590195338,RBL Bank
1122,874,visa,200000,179766,2024-06-12,2024-07-12,Pending,0.9,4026524437208052,Canara Bank
1123,851,mastercard,100000,96360,2024-10-30,2024-11-29,Paid,0.96,2527586199572015,IDFC First Bank
1124,851,visa,300000,171746,2024-05-06,2024-06-05,Pending,0.57,4008274220934850,Kotak Mahindra
1125,851,discover,75000,48182,2024-05-15,2024-06-14,Paid,0.64,6011533442486175,Union Bank of India
1126,1501,mastercard,200000,58847,2024-05-16,2024-06-15,Paid,0.29,5278959983172041,HDFC
1127,1501,visa,20000,15152,2024-08-17,2024-09-16,Paid,0.76,4822179407144823,IDFC First Bank
1128,562,visa,15000,6570,2024-10-20,2024-11-19,Overdue,0.44,4491705264784895,Central Bank of India
1129,1297,mastercard,25000,2918,2024-02-20,2024-03-21,Pending,0.12,2711811561394236,Bank of Baroda
1130,1306,visa,15000,11773,2024-05-05,2024-06-04,Overdue,0.78,4906380489324098,Central Bank of India
1131,163,mastercard,300000,259076,2024-08-06,2024-09-05,Paid,0.86,2655923043405650,Yes Bank
1132,163,visa,30000,28243,2024-04-06,2024-05-06,Pending,0.94,4305897094033183,Indian Bank
1133,163,rupay,100000,50079,2024-10-04,2024-11-03,Paid,0.5,6.2758E+13,Kotak Mahindra
1134,762,mastercard,400000,355041,2024-08-01,2024-08-31,Paid,0.89,2473299111362036,Central Bank of India
1135,1321,visa,75000,19129,2024-11-06,2024-12-06,Paid,0.26,4479924875326428,Indian Bank
1136,1321,mastercard,30000,20240,2024-03-12,2024-04-11,Pending,0.67,2263403435902493,Yes Bank
1137,487,mastercard,200000,179376,2024-06-19,2024-07-19,Overdue,0.9,5558436291757400,IDBI Bank
1138,487,visa,15000,7682,2024-08-10,2024-09-09,Paid,0.51,4082823522687530,Canara Bank
1139,487,rupay,75000,27815,2024-07-23,2024-08-22,Overdue,0.37,6.2879E+13,Central Bank of India
1140,1054,mastercard,20000,3122,2024-05-22,2024-06-21,Overdue,0.16,2269015425829868,ICICI
1141,1054,visa,50000,15390,2024-07-05,2024-08-04,Pending,0.31,4660713986042753,Bank of India
1142,266,visa,15000,4155,2024-04-12,2024-05-12,Overdue,0.28,4543091809484004,Andhra Bank
1143,266,mastercard,40000,25866,2024-02-05,2024-03-06,Overdue,0.65,2253402822733935,Bank of India
1144,266,discover,150000,10780,2024-01-29,2024-02-28,Overdue,0.07,6011692882648932,Bank of Baroda
1145,770,mastercard,25000,16506,2024-06-17,2024-07-17,Pending,0.66,5455124804740154,Canara Bank
1146,254,mastercard,25000,2937,2024-10-07,2024-11-06,Pending,0.12,5297885167663959,RBL Bank
1147,254,mastercard,25000,8532,2024-08-19,2024-09-18,Paid,0.34,2701864208723384,Canara Bank
1148,861,visa,25000,16358,2024-05-18,2024-06-17,Pending,0.65,4991853797126005,Bank of India
1149,861,mastercard,40000,17250,2024-02-01,2024-03-02,Overdue,0.43,2419128875093775,IDFC First Bank
1150,653,mastercard,75000,21624,2024-05-08,2024-06-07,Pending,0.29,2703725492625874,Bajaj Finserv
1151,653,visa,150000,115340,2024-08-30,2024-09-29,Paid,0.77,4420574611883511,Kotak Mahindra
1152,653,discover,15000,3766,2024-04-30,2024-05-30,Paid,0.25,6503584185561406,ICICI
1153,1444,mastercard,40000,10718,2024-05-25,2024-06-24,Overdue,0.27,2274867715479660,IDBI Bank
1154,1444,mastercard,20000,16217,2024-10-28,2024-11-27,Paid,0.81,2294310876175492,IDBI Bank
1155,785,mastercard,400000,294049,2024-08-16,2024-09-15,Pending,0.74,2223389756630541,IDBI Bank
1156,797,mastercard,20000,4851,2024-09-20,2024-10-20,Paid,0.24,2274288975423308,Bank of India
1157,797,visa,30000,28448,2024-10-02,2024-11-01,Pending,0.95,4642587037588110,Bank of Baroda
1158,797,discover,400000,266725,2024-01-18,2024-02-17,Pending,0.67,6011078036294841,Bank of Maharashtra
1159,534,visa,200000,1081,2024-11-05,2024-12-05,Overdue,0.01,4100216395146908,Bank of Maharashtra
1160,534,visa,75000,10070,2024-01-27,2024-02-26,Paid,0.13,4992209035005106,Bajaj Finserv
1161,497,visa,50000,1701,2024-03-15,2024-04-14,Pending,0.03,4079696046590751,Axis Bank
1162,497,mastercard,50000,38688,2024-09-30,2024-10-30,Paid,0.77,2243172778102525,Canara Bank
1163,497,discover,15000,1328,2024-02-15,2024-03-16,Pending,0.09,6586788385179923,Bajaj Finserv
1164,642,mastercard,300000,141200,2024-05-15,2024-06-14,Overdue,0.47,5381956329378765,HDFC
1165,642,mastercard,15000,10750,2024-10-30,2024-11-29,Overdue,0.72,5430560568785283,IDBI Bank
1166,245,mastercard,400000,384994,2024-06-12,2024-07-12,Overdue,0.96,2702937827857772,Punjab National Bank
1167,282,visa,15000,13132,2024-10-03,2024-11-02,Overdue,0.88,4589944723106142,Indian Bank
1168,451,mastercard,500000,29116,2024-08-03,2024-09-02,Overdue,0.06,2341727765101201,SBI
1169,1204,mastercard,20000,13069,2024-05-30,2024-06-29,Pending,0.65,2230055016655138,Bank of Baroda
1170,731,visa,500000,453779,2024-04-19,2024-05-19,Pending,0.91,4825040395587299,SBI
1171,731,visa,30000,5339,2024-07-23,2024-08-22,Pending,0.18,4173960520696152,Union Bank of India
1172,1457,mastercard,300000,80810,2024-01-04,2024-02-03,Paid,0.27,2233501403405782,Indian Bank
1173,241,mastercard,500000,226680,2024-04-02,2024-05-02,Overdue,0.45,2242422203713037,Indian Bank
1174,241,visa,50000,43615,2024-04-28,2024-05-28,Paid,0.87,4683714193385046,Bank of India
1175,241,rupay,30000,16043,2024-04-10,2024-05-10,Pending,0.53,6.2529E+13,Bajaj Finserv
1176,279,mastercard,200000,157375,2024-05-02,2024-06-01,Pending,0.79,5345919492802693,SBI
1177,279,mastercard,500000,193061,2024-09-29,2024-10-29,Overdue,0.39,5165642303395932,Bank of Baroda
1178,344,mastercard,300000,223355,2024-11-08,2024-12-08,Paid,0.74,5117429511844243,ICICI
1179,1436,mastercard,100000,88662,2024-09-27,2024-10-27,Paid,0.89,5215255978602209,Punjab National Bank
1180,1436,mastercard,150000,137541,2024-04-12,2024-05-12,Paid,0.92,2585128299092799,Indian Bank
1181,1436,mastercard,75000,10378,2024-10-31,2024-11-30,Pending,0.14,5226972472166138,Indian Bank
1182,915,visa,25000,22423,2024-07-11,2024-08-10,Pending,0.9,4659194330663359,Yes Bank
1183,915,mastercard,40000,37259,2024-02-11,2024-03-12,Paid,0.93,2701803887956071,Federal Bank
1184,554,visa,15000,8411,2024-07-29,2024-08-28,Paid,0.56,4787754916906210,RBL Bank
1185,554,mastercard,75000,12384,2024-09-30,2024-10-30,Pending,0.17,2290948602608387,Bank of Maharashtra
1186,554,amex,50000,16702,2024-11-03,2024-12-03,Overdue,0.33,3.40695E+14,SBI
1187,83,visa,20000,15167,2024-11-13,2024-12-13,Paid,0.76,4525121538957087,Bank of Baroda
1188,83,mastercard,15000,1364,2024-03-28,2024-04-27,Pending,0.09,2441539535108138,Indian Bank
1189,1379,mastercard,200000,189817,2024-04-17,2024-05-17,Pending,0.95,2229865946615140,IDBI Bank
1190,1379,mastercard,50000,12267,2024-04-06,2024-05-06,Paid,0.25,5221212352285608,Bank of Baroda
1191,1379,visa,400000,316697,2024-03-29,2024-04-28,Pending,0.79,4903644556261613,Axis Bank
1192,1330,mastercard,150000,4696,2024-07-17,2024-08-16,Paid,0.03,2719205717069739,Union Bank of India
1193,1103,visa,15000,2813,2024-05-07,2024-06-06,Overdue,0.19,4295321191641774,Bajaj Finserv
1194,1103,mastercard,400000,212384,2024-06-01,2024-07-01,Overdue,0.53,2702868345352048,Andhra Bank
1195,1103,rupay,100000,39688,2024-03-20,2024-04-19,Overdue,0.4,6.24978E+13,Union Bank of India
1196,1080,mastercard,20000,4098,2024-10-13,2024-11-12,Paid,0.2,2720693834307263,HDFC
1197,1080,visa,20000,520,2024-07-13,2024-08-12,Overdue,0.03,4625592617605111,Kotak Mahindra
1198,1080,discover,30000,15765,2024-04-06,2024-05-06,Overdue,0.53,6011654171963091,Punjab National Bank
1199,711,visa,75000,70593,2024-03-03,2024-04-02,Paid,0.94,4657638040082278,SBI
1200,711,mastercard,500000,242968,2024-03-02,2024-04-01,Paid,0.49,5230625088790741,Bajaj Finserv
1201,157,mastercard,15000,1908,2024-03-16,2024-04-15,Paid,0.13,2433608617349355,Punjab National Bank
1202,157,mastercard,100000,61799,2024-11-07,2024-12-07,Paid,0.62,5150484870635268,IDBI Bank
1203,724,visa,30000,9661,2024-10-28,2024-11-27,Overdue,0.32,4527596556223041,Union Bank of India
1204,1450,visa,50000,516,2024-01-25,2024-02-24,Paid,0.01,4502593195534812,Central Bank of India
1205,1450,mastercard,100000,96610,2024-04-30,2024-05-30,Overdue,0.97,5145035992118027,Andhra Bank
1206,1450,rupay,150000,76224,2024-10-31,2024-11-30,Paid,0.51,6.25402E+13,Bajaj Finserv
1207,1471,mastercard,30000,23405,2024-10-02,2024-11-01,Paid,0.78,2720636658396425,RBL Bank
1208,1471,visa,75000,41399,2024-05-21,2024-06-20,Overdue,0.55,4055561600476664,SBI
1209,1471,amex,300000,218700,2024-07-14,2024-08-13,Pending,0.73,3.76207E+14,Axis Bank
1210,425,mastercard,200000,169392,2024-06-04,2024-07-04,Pending,0.85,2279277997276583,IDBI Bank
1211,425,mastercard,15000,2643,2024-05-28,2024-06-27,Pending,0.18,2410529643836800,Kotak Mahindra
1212,425,mastercard,50000,28712,2024-09-03,2024-10-03,Paid,0.57,5579383455011627,RBL Bank
1213,418,visa,200000,179561,2024-02-17,2024-03-18,Pending,0.9,4226125331241575,Andhra Bank
1214,418,mastercard,25000,9613,2024-03-20,2024-04-19,Overdue,0.38,2715680253233218,Union Bank of India
1215,418,amex,300000,188877,2024-10-06,2024-11-05,Pending,0.63,3.78478E+14,Bank of Baroda
1216,1372,visa,40000,5648,2024-01-20,2024-02-19,Overdue,0.14,4213214783781570,Bajaj Finserv
1217,556,visa,25000,6536,2024-08-23,2024-09-22,Paid,0.26,4017805211337253,Andhra Bank
1218,556,mastercard,20000,13630,2024-07-29,2024-08-28,Pending,0.68,2223923076364173,Indian Bank
1219,478,visa,30000,18246,2024-01-27,2024-02-26,Paid,0.61,4403522778909240,HDFC
1220,478,mastercard,40000,23399,2024-04-14,2024-05-14,Overdue,0.58,2238174262530143,Bank of Baroda
1221,478,discover,150000,8380,2024-01-10,2024-02-09,Paid,0.06,6011264859432888,Canara Bank
1222,426,mastercard,20000,7428,2024-04-14,2024-05-14,Paid,0.37,2244507695707170,Federal Bank
1223,64,visa,100000,33793,2024-05-16,2024-06-15,Pending,0.34,4439265072514245,Bank of India
1224,212,visa,500000,460174,2024-08-30,2024-09-29,Overdue,0.92,4132839975821251,IDFC First Bank
1225,853,visa,400000,270211,2024-08-11,2024-09-10,Overdue,0.68,4319569423773102,Axis Bank
1226,1238,visa,100000,59917,2024-06-23,2024-07-23,Paid,0.6,4793305312678937,Axis Bank
1227,1119,visa,150000,11002,2024-05-21,2024-06-20,Overdue,0.07,4039815686966787,Axis Bank
1228,1119,visa,300000,61897,2024-11-09,2024-12-09,Paid,0.21,4920697147945432,Bank of India
1229,927,visa,400000,153156,2024-07-05,2024-08-04,Overdue,0.38,4889042109650986,IDBI Bank
1230,1220,mastercard,400000,52058,2024-10-24,2024-11-23,Paid,0.13,2708563972188922,Bank of India
1231,1220,mastercard,25000,4029,2024-09-17,2024-10-17,Paid,0.16,2252875803186069,IDBI Bank
1232,599,mastercard,500000,403194,2024-09-28,2024-10-28,Paid,0.81,2720167498747775,Yes Bank
1233,599,mastercard,50000,18792,2024-05-06,2024-06-05,Overdue,0.38,2720277681923677,Bank of Baroda
1234,599,visa,40000,24407,2024-11-14,2024-12-14,Overdue,0.61,4867455534728647,Central Bank of India
1235,713,mastercard,300000,128687,2024-04-04,2024-05-04,Paid,0.43,5466693535770810,RBL Bank
1236,713,mastercard,500000,119633,2024-05-10,2024-06-09,Paid,0.24,2719658655581398,Central Bank of India
1237,713,mastercard,75000,60129,2024-08-06,2024-09-05,Overdue,0.8,2232158050631508,Bank of India
1238,21,visa,100000,19082,2024-03-15,2024-04-14,Paid,0.19,4184459185276621,RBL Bank
1239,21,visa,20000,11085,2024-08-18,2024-09-17,Pending,0.55,4698285040070761,Union Bank of India
1240,1449,visa,75000,8056,2024-04-14,2024-05-14,Pending,0.11,4927256804114205,ICICI
1241,1449,visa,200000,15154,2024-05-08,2024-06-07,Overdue,0.08,4982479265576512,RBL Bank
1242,902,mastercard,75000,52691,2024-04-11,2024-05-11,Overdue,0.7,5322690087870224,Federal Bank
1243,902,mastercard,400000,389387,2024-07-15,2024-08-14,Pending,0.97,2720956360663601,Bank of India
1244,902,visa,40000,34589,2024-04-13,2024-05-13,Overdue,0.86,4783648925248743,Punjab National Bank
1245,1137,mastercard,100000,84394,2024-07-10,2024-08-09,Paid,0.84,2225112983559707,Federal Bank
1246,590,mastercard,400000,181010,2024-02-10,2024-03-11,Overdue,0.45,5354288148289913,Union Bank of India
1247,590,visa,40000,5523,2024-02-22,2024-03-23,Paid,0.14,4352594490637103,Federal Bank
1248,590,amex,75000,16515,2024-04-15,2024-05-15,Overdue,0.22,3.79526E+14,Federal Bank
1249,1101,mastercard,30000,3041,2024-03-18,2024-04-17,Overdue,0.1,2701052709980741,Federal Bank
1250,1556,mastercard,150000,89314,2024-05-26,2024-06-25,Overdue,0.6,2222006422300793,Bank of Baroda
1251,1411,visa,15000,14586,2024-10-25,2024-11-24,Overdue,0.97,4646911777005265,Bank of Maharashtra
1252,1411,mastercard,30000,27270,2024-01-29,2024-02-28,Pending,0.91,5539280300074793,Central Bank of India
1253,1034,visa,400000,31428,2024-11-13,2024-12-13,Pending,0.08,4075851872259971,IDFC First Bank
1254,1034,mastercard,20000,1564,2024-09-29,2024-10-29,Overdue,0.08,5170924186182618,Axis Bank
1255,1169,mastercard,40000,37515,2024-05-26,2024-06-25,Overdue,0.94,2444466649773267,HDFC
1256,1169,mastercard,50000,15472,2024-08-29,2024-09-28,Overdue,0.31,2221131112747912,Bank of Maharashtra
1257,1169,visa,50000,19608,2024-02-21,2024-03-22,Pending,0.39,4282827618013053,Bank of Maharashtra
1258,772,visa,400000,198005,2024-09-30,2024-10-30,Overdue,0.5,4253771931916029,Yes Bank
1259,772,visa,50000,33846,2024-08-15,2024-09-14,Overdue,0.68,4989785739954819,Kotak Mahindra
1260,772,mastercard,100000,12843,2024-08-08,2024-09-07,Paid,0.13,2234273292168488,Central Bank of India
1261,400,mastercard,20000,3022,2024-02-01,2024-03-02,Paid,0.15,2230853971958848,Central Bank of India
1262,400,visa,100000,28152,2024-06-16,2024-07-16,Pending,0.28,4776217010184913,SBI
1263,1024,mastercard,300000,275909,2024-08-06,2024-09-05,Pending,0.92,2251737377164818,Bank of Maharashtra
1264,1024,mastercard,40000,38292,2024-08-09,2024-09-08,Pending,0.96,2720341816671658,Central Bank of India
1265,1024,mastercard,400000,256660,2024-10-08,2024-11-07,Overdue,0.64,2264822129140970,Central Bank of India
1266,914,visa,25000,16573,2024-08-31,2024-09-30,Paid,0.66,4487986182779979,Bajaj Finserv
1267,914,mastercard,25000,23085,2024-09-10,2024-10-10,Overdue,0.92,2720612362960970,RBL Bank
1268,856,visa,400000,111485,2024-06-16,2024-07-16,Pending,0.28,4417327660177706,Bajaj Finserv
1269,856,visa,400000,82229,2024-05-24,2024-06-23,Overdue,0.21,4836049902186187,Bank of India
